"","pcode","Country","name","name_alt","loc_type","loc_subtype","createdate","createby","closedate","updatedate","source","unhcr_assist","status","POINT_X","POINT_Y","adjusted_vars","type"
"142","UGAs001932","Uganda","Kinekyetaka",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,30.762778,1.177222,0,"Refugee"
"143","UGAs001933","Uganda","Humura",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,31.108611,0.360556,0,"Refugee"
"144","UGAs001934","Uganda","Ntambabiniga",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,31.113889,0.389722,0,"Refugee"
"145","UGAs001938","Uganda","Kitonzi",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,31.113333,0.376389,0,"Refugee"
"146","UGAs001939","Uganda","Kakoni",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,31.063056,0.345833,0,"Refugee"
"147","UGAs001940","Uganda","Bukere",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,31.0925,0.388889,0,"Refugee"
"148","UGAs001942","Uganda","Michinga",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,30.758611,-0.913333,0,"Refugee"
"149","UGAs001943","Uganda","Kazinga",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,30.763056,-0.933056,0,"Refugee"
"150","UGAs001944","Uganda","Kifunzo",NA,"Refugee Settlement","N/A","10/3/00",NA,"2000-10-03T00:00:00Z","11/1/19","UNHCR",NA,0,30.751389,-0.941389,0,"Refugee"
"151","UGAs001959","Uganda","Point D",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.294346,3.219783,0,"Refugee"
"152","UGAs001960","Uganda","Point B",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.260159,3.208864,0,"Refugee"
"153","UGAs001961","Uganda","Point A",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.250336,3.223651,0,"Refugee"
"154","UGAs003645","Uganda","Cwero",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.529,2.92493,1,"IDP"
"155","UGAs001962","Uganda","Point E",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.280173,3.226912,0,"Refugee"
"156","UGAs001963","Uganda","Point C",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.293142,3.245418,0,"Refugee"
"157","UGAs001967","Uganda","Yelulu",NA,"Refugee Settlement","N/A","7/1/97",NA,"1997-07-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.359226,3.161741,0,"Refugee"
"158","UGAs001968","Uganda","Aligoi",NA,"Refugee Settlement","N/A","8/1/97",NA,"1997-08-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.350761,3.172544,0,"Refugee"
"159","UGAs001969","Uganda","Kiriadaku",NA,"Refugee Settlement","N/A","1/1/96",NA,"1996-01-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.320741,3.171365,0,"Refugee"
"160","UGAs001970","Uganda","Mariaba",NA,"Refugee Settlement","N/A","1/1/96",NA,"1996-01-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.336923,3.173055,0,"Refugee"
"161","UGAs001972","Uganda","Ariwa III",NA,"Refugee Settlement","N/A","7/1/95",NA,"1995-07-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.284765,3.137801,0,"Refugee"
"162","UGAs001973","Uganda","Ariwa V",NA,"Refugee Settlement","N/A","8/1/95",NA,"1995-08-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.308244,3.160466,0,"Refugee"
"163","UGAs001974","Uganda","Eden IV",NA,"Refugee Settlement","N/A","3/1/95",NA,"1995-03-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.308573,3.049724,0,"Refugee"
"164","UGAs002004","Uganda","Bundibugyo / Masindi",NA,"Refugee Settlement","N/A","3/30/01",NA,"2001-03-30T00:00:00Z","11/1/19","UNHCR",NA,0,30.05428,0.716519,0,"Refugee"
"165","UGAs002615","Uganda","Point F",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.332255,3.222161,0,"Refugee"
"166","UGAs002616","Uganda","Point H",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.312477,3.261891,0,"Refugee"
"167","UGAs002617","Uganda","Point I",NA,"Refugee Settlement","N/A","1/15/04",NA,"2004-01-15T00:00:00Z","11/1/19","UNHCR",NA,0,31.326591,3.230598,0,"Refugee"
"168","UGAs002619","Uganda","Ossa II",NA,"Refugee Settlement","N/A","4/1/99",NA,"1999-04-01T00:00:00Z","11/1/19","UNHCR",NA,0,31.388944,3.06553,0,"Refugee"
"169","UGAs003636","Uganda","Pabbo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1392,2.99548,1,"IDP"
"170","UGAs003637","Uganda","Parabongo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1589,2.88834,1,"IDP"
"171","UGAs003639","Uganda","Olwal",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.0735,2.84502,1,"IDP"
"172","UGAs003641","Uganda","Alero",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.0227,2.69835,1,"IDP"
"173","UGAs003642","Uganda","Unyama",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.34,2.8207,1,"IDP"
"174","UGAs003644","Uganda","Awach",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.4049,2.97044,1,"IDP"
"175","UGAs003646","Uganda","Lugore",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3594,3.12012,1,"IDP"
"176","UGAs003648","Uganda","Koch Goma",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1693,2.61022,1,"IDP"
"177","UGAs003649","Uganda","Palenga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3338,2.62371,1,"IDP"
"178","UGAs003651","Uganda","Acet",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6558,2.69318,1,"IDP"
"179","UGAs003652","Uganda","Atiak",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1111,3.2567,1,"IDP"
"180","UGAs003653","Uganda","Lalogi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.5957,2.64791,1,"IDP"
"181","UGAs003654","Uganda","Purongo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.8365,2.54226,1,"IDP"
"182","UGAs003655","Uganda","Agung",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.8978,2.52647,1,"IDP"
"183","UGAs003656","Uganda","Patiko-Ajulu",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3187,3.0187,1,"IDP"
"184","UGAs003657","Uganda","Ongako",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2386,2.68959,1,"IDP"
"185","UGAs003658","Uganda","Bibia",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.0672,3.46663,1,"IDP"
"186","UGAs003659","Uganda","Palaro",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3621,3.14621,1,"IDP"
"187","UGAs003660","Uganda","Pagak",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1654,2.8377,1,"IDP"
"188","UGAs003661","Uganda","Wii Anaka",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.7472,2.56191,1,"IDP"
"189","UGAs003662","Uganda","Wii Anono",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.797,2.56626,1,"IDP"
"190","UGAs003663","Uganda","Awere (Gulu)",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7248,2.68581,1,"IDP"
"191","UGAs003664","Uganda","Pajule",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9613,2.87272,1,"IDP"
"192","UGAs003665","Uganda","PaderTC",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.043,2.82386,1,"IDP"
"193","UGAs003666","Uganda","Acholibur",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9068,3.15102,1,"IDP"
"194","MMRs004528","Myanmar","Maina AG Ch.",NA,"IDP Camp","N/A","1/1/13","orand@unhcr.org",NA,"11/1/19","MMR001CMP031",NA,1,97.43341926,25.42452944,0,"IDP"
"195","UGAs003667","Uganda","Laguti",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.801,3.05612,1,"IDP"
"196","UGAs003668","Uganda","Awere (Pader)",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7594,2.68315,1,"IDP"
"197","UGAs003669","Uganda","Rackoko",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9564,2.69235,1,"IDP"
"198","UGAs003670","Uganda","Puranga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9427,2.63651,1,"IDP"
"199","AZEs002180","Azerbaijan","Bilasuvar 2",NA,"IDP Camp","N/A","1/8/06",NA,"2006-01-08T00:00:00Z","11/1/19","UNHCR",NA,0,48.084444,39.700833,0,"IDP"
"200","UGAs003671","Uganda","Lirapalwo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1484,2.80609,1,"IDP"
"201","UGAs003672","Uganda","Arum",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.192,2.83014,1,"IDP"
"202","UGAs003673","Uganda","Adilang",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.4861,2.74493,1,"IDP"
"203","UGAs003674","Uganda","Patongo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3434,2.76101,1,"IDP"
"204","UGAs003675","Uganda","Kalongo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3621,3.06591,1,"IDP"
"205","UGAs003676","Uganda","Lagile",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.8525,2.71921,1,"IDP"
"206","UGAs003677","Uganda","Amida",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.8957,3.27476,1,"IDP"
"207","UGAs003678","Uganda","Akwang",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.8242,3.32171,1,"IDP"
"208","UGAs003681","Uganda","Padibe",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.8312,3.47102,1,"IDP"
"209","UGAs003682","Uganda","Lokung",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7174,3.60012,1,"IDP"
"210","UGAs003683","Uganda","Palabek Kal",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.5645,3.44534,1,"IDP"
"211","UGAs003684","Uganda","Palabek Gem",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6308,3.39758,1,"IDP"
"212","UGAs003685","Uganda","Mucwini",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0231,3.40959,1,"IDP"
"213","UGAs003686","Uganda","Madi Opei",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0927,3.61269,1,"IDP"
"214","UGAs003687","Uganda","Kitgum Matidi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0519,3.27647,1,"IDP"
"215","UGAs003688","Uganda","Lagoro",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0333,3.17577,1,"IDP"
"216","UGAs003690","Uganda","Nam Okora",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3491,3.36174,1,"IDP"
"217","UGAs003694","Uganda","Potika B",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9124,3.77031,1,"IDP"
"218","UGAs003695","Uganda","Corner-kilak",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9634,2.76799,1,"IDP"
"219","UGAs003696","Uganda","Aloi Corner",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1681,2.28868,1,"IDP"
"220","UGAs003697","Uganda","Barr",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0405,2.24583,1,"IDP"
"221","UGAs003698","Uganda","Aromo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.8406,2.60733,1,"IDP"
"222","UGAs003699","Uganda","Agweng",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9355,2.48614,1,"IDP"
"223","UGAs003700","Uganda","Omoro",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3943,2.24033,1,"IDP"
"224","UGAs003701","Uganda","Amugu",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3414,2.10686,1,"IDP"
"225","UGAs003702","Uganda","Dokolo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1704,1.92035,1,"IDP"
"226","UGAs003703","Uganda","Abako",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2268,2.14433,1,"IDP"
"227","UGAs003704","Uganda","Ogur",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9369,2.39862,1,"IDP"
"228","UGAs003705","Uganda","Apala",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.0393,2.401,1,"IDP"
"229","UGAs003706","Uganda","Obim Rock",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.998,2.36862,1,"IDP"
"230","UGAs003707","Uganda","Abia",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1188,2.43867,1,"IDP"
"231","UGAs003771","Uganda","Koro-Abili",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3083,2.73846,1,"IDP"
"232","UGAs003708","Uganda","Bata",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2148,2.04867,1,"IDP"
"233","UGAs003709","Uganda","Adwari Corner",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2565,2.4335,1,"IDP"
"234","UGAs003710","Uganda","Olilim",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.5043,2.44567,1,"IDP"
"235","UGAs003711","Uganda","Orum",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3473,2.4005,1,"IDP"
"236","UGAs003712","Uganda","Aliwang",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2825,2.42383,1,"IDP"
"237","UGAs003713","Uganda","Aloi High",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1588,2.29494,1,"IDP"
"238","UGAs003714","Uganda","Aloi Rhino",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1766,2.27697,1,"IDP"
"239","UGAs003715","Uganda","Ayami",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9417,2.5479,1,"IDP"
"240","UGAs003716","Uganda","Alebtong",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.244,2.27696,1,"IDP"
"241","UGAs003718","Uganda","Okwang",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1671,2.53268,1,"IDP"
"242","UGAs003719","Uganda","Bala Stock Farm",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7562,2.22582,1,"IDP"
"243","UGAs003720","Uganda","Alanyi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2673,2.14011,1,"IDP"
"244","UGAs003722","Uganda","Ngai T.C",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.5014,2.4937,1,"IDP"
"245","UGAs003723","Uganda","Itubara",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.5351,2.56562,1,"IDP"
"246","UGAs003724","Uganda","Abok",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.5669,2.56255,1,"IDP"
"247","UGAs003725","Uganda","Barrio",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6084,2.57486,1,"IDP"
"248","UGAs003726","Uganda","Acokara",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.633,2.55192,1,"IDP"
"249","UGAs003727","Uganda","Ader",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6662,2.51717,1,"IDP"
"250","UGAs003728","Uganda","Otwal T.C",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7086,2.52322,1,"IDP"
"251","UGAs003729","Uganda","Aleka",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7569,2.55984,1,"IDP"
"252","UGAs003730","Uganda","Ojwii",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7467,2.59655,1,"IDP"
"253","UGAs003731","Uganda","Anyomolyec",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6924,2.57043,1,"IDP"
"254","UGAs003732","Uganda","Alibi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7835,2.52239,1,"IDP"
"255","UGAs003733","Uganda","Opeta",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7145,2.45915,1,"IDP"
"256","UGAs003734","Uganda","Aloni",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6319,2.49739,1,"IDP"
"257","UGAs003735","Uganda","Otwal Railway",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7161,2.49633,1,"IDP"
"258","UGAs003736","Uganda","Alito",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.828,2.43581,1,"IDP"
"259","UGAs003737","Uganda","Acimi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2603,2.38736,1,"IDP"
"260","UGAs003738","Uganda","Konga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2431,2.42913,1,"IDP"
"261","UGAs003739","Uganda","Ajaga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2628,2.47757,1,"IDP"
"262","UGAs003740","Uganda","Adit",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3804,2.45822,1,"IDP"
"263","UGAs003742","Uganda","Angagura",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7035,2.96723,1,"IDP"
"264","UGAs003743","Uganda","Atanga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.7795,3.04366,1,"IDP"
"265","UGAs003744","Uganda","Omot",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1848,2.71764,1,"IDP"
"266","UGAs003745","Uganda","Odokomit",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3406,2.68958,1,"IDP"
"267","UGAs003747","Uganda","Lapono",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.4736,2.94424,1,"IDP"
"268","UGAs003748","Uganda","Paimol",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.4395,3.12637,1,"IDP"
"269","UGAs003749","Uganda","Omia-Pachwa",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.451,3.20914,1,"IDP"
"270","UGAs003750","Uganda","Wol",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.2153,3.08569,1,"IDP"
"271","UGAs003751","Uganda","Latanya",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9733,3.15066,1,"IDP"
"272","UGAs003753","Uganda","Lapul",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9632,2.91633,1,"IDP"
"273","UGAs003754","Uganda","Geregere",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.1962,2.7915,1,"IDP"
"274","UGAs003755","Uganda","Alim",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.967,2.82335,1,"IDP"
"275","UGAs003756","Uganda","Lukole",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,33.3571,2.93537,1,"IDP"
"276","UGAs003757","Uganda","Pawel",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1598,3.09114,1,"IDP"
"277","UGAs003758","Uganda","Palukere",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.1214,3.17271,1,"IDP"
"278","UGAs003759","Uganda","Odek",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6786,2.66751,1,"IDP"
"279","UGAs003760","Uganda","Dino",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.6696,2.73778,1,"IDP"
"280","UGAs003761","Uganda","Bobi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3563,2.57218,1,"IDP"
"281","UGAs003762","Uganda","Onekgwok",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.4172,2.53594,1,"IDP"
"282","UGAs003763","Uganda","Awoo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.4217,2.57221,1,"IDP"
"283","UGAs003764","Uganda","Aparanga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.8537,2.61489,1,"IDP"
"284","UGAs003765","Uganda","Omee Upper",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.9278,2.85294,1,"IDP"
"285","UGAs003766","Uganda","Omee Lower",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.9279,2.78721,1,"IDP"
"286","UGAs003768","Uganda","Tegot",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,31.5946,2.51944,1,"IDP"
"287","UGAs003769","Uganda","Keyo",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.239,2.77159,1,"IDP"
"288","UGAs003770","Uganda","Lacor",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.275,2.76708,1,"IDP"
"289","UGAs003772","Uganda","Lapainat",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3722,2.73971,1,"IDP"
"290","UGAs003773","Uganda","Lukodi",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2889,2.89856,1,"IDP"
"291","UGAs003767","Uganda","Lolim",NA,"IDP Camp","N/A","1/1/05",NA,NA,"11/1/19","UNHCR",NA,0,31.6351,2.57614,1,"IDP"
"292","UGAs003774","Uganda","Coope",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.2889,2.84034,1,"IDP"
"293","UGAs003775","Uganda","Oroko",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.3514,3.21031,1,"IDP"
"294","UGAs003776","Uganda","Alokolum",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.26,2.74692,1,"IDP"
"295","UGAs003777","Uganda","Labongo-gali",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.0428,2.84258,1,"IDP"
"296","SDNs001501","Sudan","Tenedba",NA,"Refugee Camp","N/A","1/1/81",NA,"2001-01-01T00:00:00Z","11/1/19","UNHCR",NA,0,34.3908,13.7544,0,"Refugee"
"297","UGAs001956","Uganda","Oliji",NA,"Refugee Settlement","N/A","4/1/91",NA,NA,"11/1/19","UNHCR",NA,1,31.724822,3.470125,0,"Refugee"
"298","TURs005125","Turkey","Nizip-1",NA,"Refugee Camp","N/A","1/1/12","orand@unhcr.org",NA,"11/1/19","UNHCR",NA,1,37.895461,37.04668,1,"Refugee"
"299","UGAs003779","Uganda","Aler",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9312,2.36452,1,"IDP"
"300","UGAs003778","Uganda","Paloga",NA,"IDP Camp","N/A","1/1/96",NA,NA,"11/1/19","UNHCR",NA,0,32.9697,3.60571,1,"IDP"
"301","AFGs003908","Afghanistan","Tangi",NA,"IDP Settlement","N/A","10/29/09",NA,"2009-10-29T00:00:00Z","11/1/19","UNHCR",NA,0,70.53369,34.49579,0,"IDP"
